supermercado,categoria,item,valor,data_postagem,link,post_url
Supermercado São Pedro,Bebidas / Cervejas,Cerveja Antarctica Original 300ml,2.69,28/08/2026,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/787853786_18195711469382122_4084613579796731411_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ig_cache_key=Mzk3MzY3MjU2ODk4MzkzOTE2MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MS5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=YRh7I8l8B0QQ7kNvwHlEw3O&_nc_oc=AdrHCoG2WkdmZXa4FwFC30vrqZ2O_zCin_hSzkRyiGTz_k-7EvFXy8yMbwuq3rSQbHBWFYi1cP3qB_7ReenJ1ICO&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_gid=e8yrrgwvTiB2RW3pwYsWmA&_nc_ss=7a22e&oh=00_AQJCf2yLnEnXMf-jjzQVUurpcTwQVzDCaO1bFCb3y3kVag&oe=6A9B89C7,https://www.instagram.com/p/DclUqI1G7TG/
Bom Jesus Primavera do Leste 🛒,Bebidas / Cervejas,Cerveja Corona 269ml,4.29,28/08/2026,https://scontent-ams2-1.cdninstagram.com/v/t51.82787-15/788139857_18374943016237813_6095318216715939563_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ig_cache_key=Mzk3Mzk3Nzc4MDcyMjI3NDY1Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=u6RrkwcH62kQ7kNvwFsd-0U&_nc_oc=Adpihwj10u-gtE9AOlNelJ7Pcs9mJp3py1SUNkxTBlx8SqXy80_pAqE-gfvACtUV5D4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_gid=jRI1dTb-zr9XSjXpQtgHvg&_nc_ss=7a22e&oh=00_AQLioGgANVH1b_knfNEaQmt0mGjOFnOW8HWM1x1i8W9mOA&oe=6A9B9730,https://www.instagram.com/p/DcmZ8cDD400/
Bom Jesus Primavera do Leste 🛒,Bebidas / Cervejas,Achocolatado em Pó Toddy 370g Kit 2 Unidades,15.99,28/08/2026,https://scontent-ams2-1.cdninstagram.com/v/t51.82787-15/788139857_18374943016237813_6095318216715939563_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ig_cache_key=Mzk3Mzk3Nzc4MDcyMjI3NDY1Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=u6RrkwcH62kQ7kNvwFsd-0U&_nc_oc=Adpihwj10u-gtE9AOlNelJ7Pcs9mJp3py1SUNkxTBlx8SqXy80_pAqE-gfvACtUV5D4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_gid=jRI1dTb-zr9XSjXpQtgHvg&_nc_ss=7a22e&oh=00_AQLioGgANVH1b_knfNEaQmt0mGjOFnOW8HWM1x1i8W9mOA&oe=6A9B9730,https://www.instagram.com/p/DcmZ8cDD400/
Super Compras Supermercado,Bebidas / Cervejas,Cerveja Spaten 269ml C 8,29.52,29/08/2026,https://scontent-fra5-2.cdninstagram.com/v/t51.82787-15/787666404_18192892456391764_5631571009347207340_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ig_cache_key=Mzk3NDAxMjM2OTYxNzUwODE0Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=YdVhHFKNO3AQ7kNvwHa8z1e&_nc_oc=AdpwMGnhVvWlN041QaQfsDzOqy-hV5b_Ifhj3ffDMCi2Xp_Hp5pbZkEgmtbUMjszaac&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-fra5-2.cdninstagram.com&_nc_gid=XE-WXNcIBrbBoDtt9F1rqg&_nc_ss=7a22e&oh=00_AQKpCS2P_ZDziG0QrqLwUOjOjF5ZrMbh1TYldsCI8elq9g&oe=6A9BA3DA,https://www.instagram.com/p/DcmhzwZjQj_/
Supermercado São Pedro,Bebidas / Cervejas,Cerveja Império Ultra 269ml 12 Latas,34.68,27/08/2026,https://scontent-cdg4-2.cdninstagram.com/v/t39.30808-6/788413222_1505168981656218_2918311736305518854_n.jpg?stp=c0.0.1638.2047a_dst-jpg_e35_s1638x2047_tt6&_nc_cat=107&ig_cache_key=Mzk3MzI3Njk2ODIzODI0MjE0OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTYzOC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=6u-bXG9Z0hAQ7kNvwECUv0L&_nc_oc=Adrfup-oh_tTDaQKc8McqTthgcIZl5J8qyKW_ZULDj4ek1R0HQACnXE1JUO0g1IXcaY&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_gid=yLPiqNBTOuIh-HMOfC0RHA&_nc_ss=7a22e&oh=00_AQJjbCsYWro8MmE_RR62ULRL-8GxfRGZOStSK22xaNfFQg&oe=6A9BA5E0,https://www.instagram.com/p/Dcj6lyLlKpL/
Supermercado Tuiuiú,Bebidas / Cervejas,Cerveja Heineken 8x269ml,34.99,28/08/2026,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/782169173_1720016753465476_6179349585647048120_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ig_cache_key=Mzk3MzM0Mjg3OTMwMjI3OTYzOQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTI1NC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=qPA3dbH0piIQ7kNvwHdilKP&_nc_oc=Adrg7OV-FhkW4k87FvxqV5FywCNfQ0ctsfY8AA-PPV-h3wy-Vt1ARbHfm6By8nRrMKg&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_gid=bmLXXYJOFClGMwHlmUZfvA&_nc_ss=7a22e&oh=00_AQKP9JvhMIGnX8LdqLjfbDdBZaBFG8FWhudOrdVl35eaSg&oe=6A9B9661,https://www.instagram.com/p/DckJlYyI3Tu/
Super Compras Supermercado,Bebidas / Cervejas,Cerveja Corona 269ml C 8,35.32,29/08/2026,https://scontent-fra5-2.cdninstagram.com/v/t51.82787-15/787666404_18192892456391764_5631571009347207340_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ig_cache_key=Mzk3NDAxMjM2OTYxNzUwODE0Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=YdVhHFKNO3AQ7kNvwHa8z1e&_nc_oc=AdpwMGnhVvWlN041QaQfsDzOqy-hV5b_Ifhj3ffDMCi2Xp_Hp5pbZkEgmtbUMjszaac&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-fra5-2.cdninstagram.com&_nc_gid=XE-WXNcIBrbBoDtt9F1rqg&_nc_ss=7a22e&oh=00_AQKpCS2P_ZDziG0QrqLwUOjOjF5ZrMbh1TYldsCI8elq9g&oe=6A9BA3DA,https://www.instagram.com/p/DcmhzwZjQj_/
Supermercado São Pedro,Bebidas / Cervejas,Cerveja Heineken 269ml 8 Unidades,35.92,28/08/2026,https://scontent-ord5-1.cdninstagram.com/v/t51.82787-15/787853786_18195711469382122_4084613579796731411_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ig_cache_key=Mzk3MzY3MjU2ODk4MzkzOTE2MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MS5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=YRh7I8l8B0QQ7kNvwHlEw3O&_nc_oc=AdrHCoG2WkdmZXa4FwFC30vrqZ2O_zCin_hSzkRyiGTz_k-7EvFXy8yMbwuq3rSQbHBWFYi1cP3qB_7ReenJ1ICO&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-ord5-1.cdninstagram.com&_nc_gid=e8yrrgwvTiB2RW3pwYsWmA&_nc_ss=7a22e&oh=00_AQJCf2yLnEnXMf-jjzQVUurpcTwQVzDCaO1bFCb3y3kVag&oe=6A9B89C7,https://www.instagram.com/p/DclUqI1G7TG/
Supermercado Tuiuiú,Bebidas / Cervejas,Cerveja Skol 15x269ml,43.35,29/08/2026,https://scontent-ams2-1.cdninstagram.com/v/t51.82787-15/788550438_18582509053067900_6263948761205084851_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ig_cache_key=Mzk3NDc1NDg5NDQxOTI5Mzg5Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=jNbyy_j-UyYQ7kNvwHAXfwE&_nc_oc=Adpd5n1yN3aIFwKTpOwySKGM4L5tNMgwX96D8g2kczcwBq1Q9w1sjPlGG4Yxx1gqTB-HjlRz3RcUyOCBai1JLMB4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_gid=c8hmnPOEljfLMaR3cq56Dw&_nc_ss=7a22e&oh=00_AQIsIhl3nq5l7P1daaNT1WCW15MJrmFYMSB7m7IOLozZ6A&oe=6A9B81C8,https://www.instagram.com/p/DcpKopsjwHG/
Supermercado Tuiuiú,Bebidas / Cervejas,Cerveja Brahma 15x269ml,43.35,29/08/2026,https://scontent-ams2-1.cdninstagram.com/v/t51.82787-15/788550438_18582509053067900_6263948761205084851_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ig_cache_key=Mzk3NDc1NDg5NDQxOTI5Mzg5Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=jNbyy_j-UyYQ7kNvwHAXfwE&_nc_oc=Adpd5n1yN3aIFwKTpOwySKGM4L5tNMgwX96D8g2kczcwBq1Q9w1sjPlGG4Yxx1gqTB-HjlRz3RcUyOCBai1JLMB4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-ams2-1.cdninstagram.com&_nc_gid=c8hmnPOEljfLMaR3cq56Dw&_nc_ss=7a22e&oh=00_AQIsIhl3nq5l7P1daaNT1WCW15MJrmFYMSB7m7IOLozZ6A&oe=6A9B81C8,https://www.instagram.com/p/DcpKopsjwHG/
Supermercado Tuiuiú,Bebidas / Cervejas,Cerveja Skol 15x269ml,43.35,28/08/2026,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/782169173_1720016753465476_6179349585647048120_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ig_cache_key=Mzk3MzM0Mjg3OTMwMjI3OTYzOQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTI1NC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=qPA3dbH0piIQ7kNvwHdilKP&_nc_oc=Adrg7OV-FhkW4k87FvxqV5FywCNfQ0ctsfY8AA-PPV-h3wy-Vt1ARbHfm6By8nRrMKg&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_gid=bmLXXYJOFClGMwHlmUZfvA&_nc_ss=7a22e&oh=00_AQKP9JvhMIGnX8LdqLjfbDdBZaBFG8FWhudOrdVl35eaSg&oe=6A9B9661,https://www.instagram.com/p/DckJlYyI3Tu/
Supermercado Tuiuiú,Bebidas / Cervejas,Cerveja Brahma 15x269ml,43.35,28/08/2026,https://scontent-bos5-1.cdninstagram.com/v/t39.30808-6/782169173_1720016753465476_6179349585647048120_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ig_cache_key=Mzk3MzM0Mjg3OTMwMjI3OTYzOQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTI1NC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=qPA3dbH0piIQ7kNvwHdilKP&_nc_oc=Adrg7OV-FhkW4k87FvxqV5FywCNfQ0ctsfY8AA-PPV-h3wy-Vt1ARbHfm6By8nRrMKg&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-bos5-1.cdninstagram.com&_nc_gid=bmLXXYJOFClGMwHlmUZfvA&_nc_ss=7a22e&oh=00_AQKP9JvhMIGnX8LdqLjfbDdBZaBFG8FWhudOrdVl35eaSg&oe=6A9B9661,https://www.instagram.com/p/DckJlYyI3Tu/
Supermercado São Pedro,Bebidas / Cervejas,Cerveja Skol 269ml 15 Latas,43.35,27/08/2026,https://scontent-cdg4-2.cdninstagram.com/v/t39.30808-6/788413222_1505168981656218_2918311736305518854_n.jpg?stp=c0.0.1638.2047a_dst-jpg_e35_s1638x2047_tt6&_nc_cat=107&ig_cache_key=Mzk3MzI3Njk2ODIzODI0MjE0OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTYzOC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=6u-bXG9Z0hAQ7kNvwECUv0L&_nc_oc=Adrfup-oh_tTDaQKc8McqTthgcIZl5J8qyKW_ZULDj4ek1R0HQACnXE1JUO0g1IXcaY&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-cdg4-2.cdninstagram.com&_nc_gid=yLPiqNBTOuIh-HMOfC0RHA&_nc_ss=7a22e&oh=00_AQJjbCsYWro8MmE_RR62ULRL-8GxfRGZOStSK22xaNfFQg&oe=6A9BA5E0,https://www.instagram.com/p/Dcj6lyLlKpL/
