supermercado,categoria,item,valor,data_postagem,link,post_url
Bom Jesus Primavera do Leste 🛒,Bebidas / Alcoólicos Diversos,Whisky Old Parr 12 Anos 1L,179.9,28/08/2026,https://scontent-mxp1-1.cdninstagram.com/v/t51.82787-15/788139857_18374943016237813_6095318216715939563_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ig_cache_key=Mzk3Mzk3Nzc4MDcyMjI3NDY1Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=u6RrkwcH62kQ7kNvwFkF7r_&_nc_oc=AdoUTvqJuGAdFFjDPotrv9yNgv57jRXQEjcOx6SpH-f07qQV87CsRiUzN53sQaqDcqc&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-mxp1-1.cdninstagram.com&_nc_gid=2W0u87jjP_IT_10skYXvyg&_nc_ss=7a22e&oh=00_AQKBt_pu4Ue0M_Xe2k7mZVRwaDl3p21ilOGbqB4oWu2lsg&oe=6A98BBF0,https://www.instagram.com/p/DcmZ8cDD400/
Supermercado Tuiuiú,Bebidas / Cervejas,Cerveja Skol 300ml,2.49,28/08/2026,https://instagram.fyhu2-1.fna.fbcdn.net/v/t39.30808-6/782169173_1720016753465476_6179349585647048120_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ig_cache_key=Mzk3MzM0Mjg3OTMwMjI3OTYzOQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTI1NC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=qPA3dbH0piIQ7kNvwHL7rm5&_nc_oc=AdpfPzXB1ZZoy9_Zb2vlfdQUuM-vgebILi5xenONlcNTWgFqDHzR0TN7lmyWD_RAmGsnaoGtUoZQn2UtMOSpuXLU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fyhu2-1.fna&_nc_gid=8hRfZTGV61lKPZlNYQ9LfQ&_nc_ss=7a22e&oh=00_AQLfJAowpxalWWVa0lfjrg77f3kRLcMOLwxR9U-kXXeUBQ&oe=6A98BB21,https://www.instagram.com/p/DckJlYyI3Tu/
Supermercado Tuiuiú,Bebidas / Cervejas,Cerveja Brahma 300ml,2.49,28/08/2026,https://instagram.fyhu2-1.fna.fbcdn.net/v/t39.30808-6/782169173_1720016753465476_6179349585647048120_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=111&ig_cache_key=Mzk3MzM0Mjg3OTMwMjI3OTYzOQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTI1NC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=qPA3dbH0piIQ7kNvwHL7rm5&_nc_oc=AdpfPzXB1ZZoy9_Zb2vlfdQUuM-vgebILi5xenONlcNTWgFqDHzR0TN7lmyWD_RAmGsnaoGtUoZQn2UtMOSpuXLU&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fyhu2-1.fna&_nc_gid=8hRfZTGV61lKPZlNYQ9LfQ&_nc_ss=7a22e&oh=00_AQLfJAowpxalWWVa0lfjrg77f3kRLcMOLwxR9U-kXXeUBQ&oe=6A98BB21,https://www.instagram.com/p/DckJlYyI3Tu/
Super Compras Supermercado,Bebidas / Cervejas,Cerveja Skol 300ml,2.49,29/08/2026,https://scontent-itm1-1.cdninstagram.com/v/t51.82787-15/787666404_18192892456391764_5631571009347207340_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ig_cache_key=Mzk3NDAxMjM2OTYxNzUwODE0Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=YdVhHFKNO3AQ7kNvwEMw_zZ&_nc_oc=Adr6pEQrESlOeo-VI4Ly_S02Lb9McU7aTjerac7tHTo0E_s6gxJOr_o55HkRUT7eYDYCCvqBNEjduijC7hhnB1O4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-itm1-1.cdninstagram.com&_nc_gid=ATf4ZhlWvUf1BbIXiW6T_A&_nc_ss=7a22e&oh=00_AQIEFc3MYwXb0mzk9pTuNYv4CGlZrW5YWQjNj1z1-WOW-w&oe=6A98C89A,https://www.instagram.com/p/DcmhzwZjQj_/
Supermercado São Pedro,Bebidas / Cervejas,Cerveja Original 300ml,2.69,28/08/2026,https://scontent-waw2-2.cdninstagram.com/v/t51.82787-15/787853786_18195711469382122_4084613579796731411_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ig_cache_key=Mzk3MzY3MjU2ODk4MzkzOTE2MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MS5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=mrOwFRh3sK8Q7kNvwFEWtES&_nc_oc=AdrwqSALs5DXyvTcFVMtuHF5H5JpFSC_oGr6BJ36Qg2wD-VFA7d0EQphPDDeeg3NqEA&_nc_ad=z-m&_nc_cid=1479&_nc_zt=23&_nc_ht=scontent-waw2-2.cdninstagram.com&_nc_gid=KF1k9W2wUwOlXi1LVTyTGw&_nc_ss=7a22e&oh=00_AQLyU02laXnFQkbRy5Q7FSPWXTxiSDQXDqQJEydaFQsyBw&oe=6A98AE87,https://www.instagram.com/p/DclUqI1G7TG/
Bom Jesus Primavera do Leste 🛒,Bebidas / Cervejas,Cerveja Corona 269ml,4.29,28/08/2026,https://scontent-mxp1-1.cdninstagram.com/v/t51.82787-15/788139857_18374943016237813_6095318216715939563_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ig_cache_key=Mzk3Mzk3Nzc4MDcyMjI3NDY1Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=u6RrkwcH62kQ7kNvwFkF7r_&_nc_oc=AdoUTvqJuGAdFFjDPotrv9yNgv57jRXQEjcOx6SpH-f07qQV87CsRiUzN53sQaqDcqc&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-mxp1-1.cdninstagram.com&_nc_gid=2W0u87jjP_IT_10skYXvyg&_nc_ss=7a22e&oh=00_AQKBt_pu4Ue0M_Xe2k7mZVRwaDl3p21ilOGbqB4oWu2lsg&oe=6A98BBF0,https://www.instagram.com/p/DcmZ8cDD400/
Super Compras Supermercado,Bebidas / Cervejas,Cerveja Heineken 269ml,4.69,28/08/2026,https://instagram.fsyd10-1.fna.fbcdn.net/v/t51.82787-15/778381296_18192777073391764_3495327765482658959_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzk3MzI5MDk1OTA3NzU1MjQ2OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=2HLQR4PBfsgQ7kNvwFH0xOj&_nc_oc=Adq7FpJVek-bLPex8t8nW1VCFRGfs2_t63o6yspr1ZUtTgp_Wk7vvuVC7Tm4_bePjyc&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fsyd10-1.fna&_nc_gid=yGeBUZ6gLFxj3rPs_uYd6g&_nc_ss=7a22e&oh=00_AQIiVJsR4RjAJxAMGZavae_TYo1SoCfsoQ8DlXq8aTlfxw&oe=6A98D916,https://www.instagram.com/p/Dcj9xNtFrFU/
Machadão Atacadista,Bebidas / Cervejas,Saco Para Lixo Giopack Super Reforçado 30L 15L,8.49,27/08/2026,https://instagram.ftgz2-1.fna.fbcdn.net/v/t39.30808-6/786779086_1360550472831577_8028710268323392841_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ig_cache_key=Mzk3MzE1NjQ3MjI0MjcxMDI2OQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTYzOC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=WKCTmqyswmsQ7kNvwGCsa28&_nc_oc=AdpK61pp0haF8dqWH096dETR7NlNKPsj_Ew1wmNhtIGkxwJw7M6U6SVRpDabhOt4lHl1lwmHiYtGTayRGkwFrDVJ&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.ftgz2-1.fna&_nc_gid=8C1vo79zooRdEKD2fcIVwA&_nc_ss=7a22e&oh=00_AQLHXftmWxzuWH5cpZUrdcg3xeUGaKeB02DvXB8OwZeY6w&oe=6A98E0AF,https://www.instagram.com/p/DcjfMcbkgCV/
Machadão Atacadista,Bebidas / Cervejas,Saco Para Lixo Giopack Super Reforçado,8.49,27/08/2026,https://instagram.ftgz2-1.fna.fbcdn.net/v/t39.30808-6/786141071_1360550506164907_1343288441209680541_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=100&ig_cache_key=Mzk3MzE1NjQ3MjAxNjIzNDQ4NA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTYzOC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=rAfVUo0mg-MQ7kNvwGBDKPC&_nc_oc=AdrBCVHPFQe5gEaTM4K6__GqWWoU9Ty9eLyb0b5MgP1yktN7u871woLg1I9BYAdXIlDJYbjJYvmhJlZLmxVBf_a5&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.ftgz2-1.fna&_nc_gid=8C1vo79zooRdEKD2fcIVwA&_nc_ss=7a22e&oh=00_AQLqSQQQQxQlJSzp_4RkHaaJEKvBfXedUep-eAX5SmuTNQ&oe=6A98B579,https://www.instagram.com/p/DcjfMcbkgCV/
Bom Jesus Primavera do Leste 🛒,Bebidas / Cervejas,Achocolatado em Pó Toddy 370g Kit 2 Unidades,15.99,28/08/2026,https://scontent-mxp1-1.cdninstagram.com/v/t51.82787-15/788139857_18374943016237813_6095318216715939563_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ig_cache_key=Mzk3Mzk3Nzc4MDcyMjI3NDY1Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=u6RrkwcH62kQ7kNvwFkF7r_&_nc_oc=AdoUTvqJuGAdFFjDPotrv9yNgv57jRXQEjcOx6SpH-f07qQV87CsRiUzN53sQaqDcqc&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-mxp1-1.cdninstagram.com&_nc_gid=2W0u87jjP_IT_10skYXvyg&_nc_ss=7a22e&oh=00_AQKBt_pu4Ue0M_Xe2k7mZVRwaDl3p21ilOGbqB4oWu2lsg&oe=6A98BBF0,https://www.instagram.com/p/DcmZ8cDD400/
Super Compras Supermercado,Bebidas / Cervejas,Cerveja Spaten 269ml C 8,29.52,29/08/2026,https://scontent-itm1-1.cdninstagram.com/v/t51.82787-15/787666404_18192892456391764_5631571009347207340_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ig_cache_key=Mzk3NDAxMjM2OTYxNzUwODE0Ng%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=YdVhHFKNO3AQ7kNvwEMw_zZ&_nc_oc=Adr6pEQrESlOeo-VI4Ly_S02Lb9McU7aTjerac7tHTo0E_s6gxJOr_o55HkRUT7eYDYCCvqBNEjduijC7hhnB1O4&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-itm1-1.cdninstagram.com&_nc_gid=ATf4ZhlWvUf1BbIXiW6T_A&_nc_ss=7a22e&oh=00_AQIEFc3MYwXb0mzk9pTuNYv4CGlZrW5YWQjNj1z1-WOW-w&oe=6A98C89A,https://www.instagram.com/p/DcmhzwZjQj_/
Super Compras Supermercado,Bebidas / Cervejas,Cerveja Spaten 269ml 8 Unidades,29.52,28/08/2026,https://instagram.fsyd10-1.fna.fbcdn.net/v/t51.82787-15/778381296_18192777073391764_3495327765482658959_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzk3MzI5MDk1OTA3NzU1MjQ2OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=2HLQR4PBfsgQ7kNvwFH0xOj&_nc_oc=Adq7FpJVek-bLPex8t8nW1VCFRGfs2_t63o6yspr1ZUtTgp_Wk7vvuVC7Tm4_bePjyc&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fsyd10-1.fna&_nc_gid=yGeBUZ6gLFxj3rPs_uYd6g&_nc_ss=7a22e&oh=00_AQIiVJsR4RjAJxAMGZavae_TYo1SoCfsoQ8DlXq8aTlfxw&oe=6A98D916,https://www.instagram.com/p/Dcj9xNtFrFU/
Super Compras Supermercado,Bebidas / Cervejas,Cerveja Corona 269ml 8 Unidades,34.32,28/08/2026,https://instagram.fsyd10-1.fna.fbcdn.net/v/t51.82787-15/778381296_18192777073391764_3495327765482658959_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=108&ig_cache_key=Mzk3MzI5MDk1OTA3NzU1MjQ2OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTQ0MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=2HLQR4PBfsgQ7kNvwFH0xOj&_nc_oc=Adq7FpJVek-bLPex8t8nW1VCFRGfs2_t63o6yspr1ZUtTgp_Wk7vvuVC7Tm4_bePjyc&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=instagram.fsyd10-1.fna&_nc_gid=yGeBUZ6gLFxj3rPs_uYd6g&_nc_ss=7a22e&oh=00_AQIiVJsR4RjAJxAMGZavae_TYo1SoCfsoQ8DlXq8aTlfxw&oe=6A98D916,https://www.instagram.com/p/Dcj9xNtFrFU/
